Start Time,End Time,English,Infinite -open subtitle.srt
27:40,27:43,Move! Clear the street!,!جُم بخوريد! خيابون رو خلوت کنيد
27:43,27:45,Shoot the driver!,!راننده رو بزن
27:49,27:51,Jesus Christ!,!خداي من - !مراقب باشيد -
27:55,27:57,Who are they?,اونا کي‏اند؟
28:01,28:02,"Relax, it's bulletproof.",.آروم باش، ضد گلوله‏ست
28:06,28:07,180 now!,!حالا 180 درجه بچرخ
28:25,28:26,Don't stop.,.توقف نکن
29:10,29:12,"- Can I ask you a question? - Yeah, sure.",مي‏تونم يه سوال بپرسم؟ - .آره، حتماً -
29:12,29:13,Who the hell are you?,تو ديگه کي هستي؟
29:13,29:15,I'm Nora Brightman.,.نورا برايت‏مَن هستم
29:15,29:17,Okay. But who was that dude back there?,.خيلي خب ولي اون بابايي که اونجا بود کيه؟
29:17,29:20,Bathurst. You didn't recognize him?,.باتورست نشناختيش؟
29:20,29:22,"No, I didn't. But clearly you did.",.نه، نشناختم .ولي واضحه که تو شناختيش
29:22,29:24,"Well, you've known him a long time.",.خب، خيلي وقته که مي‏شناسيش‏
29:24,29:27,"I've never seen that man before in my life. Him, I think I'd remember.",.تو عمرم هيچ‏وقت اون مرد رو نديدم .اگه ديده بودمش، فکر مي‏کنم يادم مي‏اومد
29:27,29:29,"Well, not in this life, maybe.",.خب، شايد توي اين زندگي نديدي
29:29,29:31,"Oh, no. Maybe I bumped into him during the Second Punic War?",اوه، نه. امکانش هست توي جنگ دوم پوني بهش برخورد کرده باشم؟
29:31,29:34,Or maybe it was the French Revolution. I'm bad with dates.,".يا شايد توي ""انقلاب فرانسه"" بوده .توي تاريخ‏ها خوب نيستم"
29:34,29:37,- You remember that? - No. I don't remember the French Revolution.,مگه يادته؟ - .نه. انقلاب فرانسه رو به ياد ندارم -
29:37,29:40,I figured it out. I see now. I get it.,.فهميدم. الان متوجهم. گرفتم
29:40,29:42,- You do? - None of this is real.,جدي؟ - .هيچ‏کدومِ اينا واقعي نيست -
29:42,29:44,It's a psychotic break.,.يه فروپاشي روانيه
29:44,29:46,"I'm gonna wake up in a hospital somewhere, drooling all over myself,",درحالي‏که سر تا پاي خودم رو با آب دهن تفي ...کردم، توي بيمارستاني جايي بيدار مي‏شم
29:46,29:48,- strung out on lithium. - Is that easier to believe,.که تحت تاثير مصرف ليتيوم قرار گرفتم - ...باورپذيرتر از اين فکره که -
29:48,29:51,than the idea that maybe destiny has something more in store for you?,شايد سرنوشت چيز مهم‏تري... برات در نظر گرفته باشه؟
29:51,29:54,"Destiny? Where I come from, we got bills to pay, rent to make.",سرنوشت؟ من اهل کجايي‏ام که بايد قبض‏ها .رو پرداخت کنيم و پول اجاره در بياريم
29:54,29:57,- Nobody's got time for destiny. - That's a shame.,.هيچ‏کسي براي سرنوشت وقتي نداره - .چه حيف شد -
30:13,30:15,"I know you've been looking for answers, Evan.",،مي‏دونم دنبال يه سري پاسخ‏ها بودي، ايوان
30:15,30:17,But you're not crazy. You never have been.,.اما تو ديوونه نيستي .هيچ‏وقت هم نبودي
30:17,30:20,"No, I'm not crazy. I'm just delusional.",.نه، ديوونه نيستم .فقط توهمي‏ام
30:20,30:23,Do you ever find yourself drawn to places you've never been?,تاحالا خودت رو غرق در جاهايي که هيچ‏وقت نبودي، ديدي؟
30:23,30:26,Do you ever see a picture of a place and just know you've been there?,تاحالا تصويرِ جايي رو ديدي و بفهمي که اونجا بودي؟
30:26,30:27,Do you know things you shouldn't?,چيزهايي رو مي‏دوني که نبايد بدوني؟
30:27,30:29,"Do you pick up things fast, almost as if",،سريع به چيزهايي پي مي‏بري ...تقريباً انگار که
30:29,30:32,"you're remembering skills, not learning them?",،استعدادهايي به ياد مياري... اما يادشون نمي‏گيري؟
30:32,30:34,I've told a dozen therapists this.,.اينو به 12 تا روان‏پزشک گفته‏ام
30:34,30:37,"I've been analyzed every way possible, a hundred times over.",به هر روش ممکني، بيش از 100 بار .روانکاوي شده‏ام
30:37,30:38,It doesn't mean anything.,.هيچ معنايي نداره
30:38,30:41,Do you dream in other languages?,به زبان‏هاي ديگه‏اي خواب مي‏بيني؟
30:44,30:47,"That's what schizophrenia is. Different people, same head.",.اسکيزوفرني همينه ديگه .آدم‏هاي متفاوت، با يه ذهن مشابه
30:47,30:51,"What if it were the same person, different lives?",اگه يه آدم بود و زندگي‏هاي متفاوت، چي؟
30:51,30:54,- You're talking about reincarnation. - Yeah.,.داري از تناسخ حرف مي‏زني - .آره -
30:54,30:56,You can forge a sword because you were a blacksmith.,،مي‏توني يه شمشير بسازي .چون يه آهنگر بودي
30:56,30:59,You speak Russian because you were Russian.,،روسي بلدي حرف بزني .چون روسي بودي
30:59,31:01,"Look, I hate to break it to you.",ببين، دوست ندارم حرف ناراحت‏کننده‏اي .بهت بزنم
31:01,31:04,"It's a comforting idea, souls moving from one body to the next.",،فکر آرامش‏بخشيه .ارواح از يه بدن به بدن ديگه‏اي منتقل مي‏شن
31:04,31:08,"But it's basically just a spiritual equivalent of ""better luck next time."" Okay?","اما اساساً فقط معادل معنوي اينه دفعه‏ي ديگه بخت بهتري داشته باشي"". خب؟"""
31:08,31:10,Nothing more and nothing less.,.نه بيش‏تر، نه کم‏تر
31:10,31:13,"- Feel safe warm and inside all that cynicism? - I do, actually.",از اين همه کلبي‏گري احساس راحتي مي‏کني؟ - .راستش آره -
31:13,31:15,- And how's that working out for you? - In the grand scheme of things?,و اين مرام چطور نتيجه‏اي داره؟ - در کل ماجرا؟ -
31:15,31:17,Like big-picture shit? Not so great.,به طول کلي؟ .خيلي خوب نيست
31:17,31:19,But I'm good. I'm surviving.,.ولي مشکلي ندارم. من زنده مي‏مونم
31:20,31:25,"The visions you've had your entire life, Evan, aren't hallucinations.",،تصوراتي که در کل زندگيت ديده‏اي، ايوان .توهم نيستن
31:25,31:26,They're memories.,.خاطرات هستن
31:27,31:30,"So, you're saying that a hundred doctors were wrong?",پس، داري ميگي 100 تا پزشک اشتباه کردن؟
31:30,31:35,Fifty medications didn't work because I'm really a reincarnated Russian blacksmith?,پنجاه تا دارو جواب نداده، چون واقعاً تناسخ يه آهنگر روس‏ام؟
31:35,31:37,This is real.,.واقعيه
31:38,31:40,I'm real.,.من واقعي‏ام
31:40,31:43,"Oh, yeah? This is no version of reincarnation I've ever heard of.",جدي؟ .درباره‏ي چنين نسخه‏ي تناسخي نشنيده بودم
31:43,31:44,"Buddhist, Hindu, Sikh.",.بودا، هندو، سيک
31:44,31:47,They believe each life begins with a clean slate.,اينا باور دارن که هر زندگي‏اي .با لوح سفيدي آغاز مي‏شه
31:47,31:50,The answers you've been looking for all your life...,براي رسيدن به پاسخ‏هايي که همه‏ي زندگيت ،به دنبال‏شون بودي
31:51,31:54,all you gotta do is get on that plane.,.فقط بايد سوار اون هواپيما بشي
31:57,32:00,You know what I'm really asking myself right now is?,مي‏دوني همين الان دارم از خودم چي مي‏پرسم؟
32:00,32:03,What if the craziest thing I've ever heard... and this is some crazy shit...,اگه احمقانه‏ترين حرفي باشه که تاحالا شنيده‏ام ...چي؟ و اين اتفاق عجيب‏وغريب
32:03,32:06,is actually the first thing that's ever made any goddamn sense?,در واقع اولين چيزي باشه که منطقيه؟...
32:09,32:13,"I don't gotta go feed the cat, so... let's go.",،گربه‏اي ندارم که برم غذاش رو بدم .پس... بيا بريم
32:40,32:42,Go on.,.کارِت رو بکن
33:03,33:05,They left from a private airport.,.از يه فرودگاه خصوصي رفتن
33:06,33:07,It was an unlisted flight.,.يه پرواز ثبت‏نشده بود
33:09,33:10,She was there fast.,.دختره سريع رسيد
33:12,33:14,Too fast.,.خيلي سريع
33:14,33:18,The sword hadn't been in the system for more than a few hours.,اون شمشير بيش‏تر از چند ساعت .توي سيستم پليس ثبت نشده بود
33:18,33:20,- Then they have a base here in New York. - I want it found.,.پس اينجا توي نيويورک پايگاه دارن - .مي‏خوام پيدا بشه -
33:20,33:24,It will lead us to Evan McCauley.,.ما رو به ايوان مک‏کالي مي‏رسونه
33:24,33:26,He will lead us to the Egg.,".ايوان هم ما رو به ""تخم"" مي‏رسونه"
33:26,33:27,Again.,.دوباره
33:48,33:50,We call ourselves the Infinite.,".ما به خودمون ""بي‏نهايت"" مي‏گيم"
33:50,33:53,"Less than 500 souls from across the globe,",،کم‏تر از 500 نفر از سرتاسر جهان
33:53,33:57,all born with the ability to remember all our past lives,با اين توانايي زاده شديم که ،همه‏ي زندگي گذشته‏مون رو به ياد مي‏آريم
33:57,34:00,and the skills we've learned in each of them.,و مهارت‏هايي که از هر کدوم از اين .زندگي‏ها ياد گرفتيم
34:00,34:02,There are two groups within the Infinites:,:در بي‏نهايت‏ها دو گروه هست
34:02,34:07,"Bathurst and the Nihilists, who just want the world to end,",،باتورست و پوچ‏گراها ،که فقط مي‏خوان جهان به پايان برسه
34:07,34:09,and us... the Believers.,.و ما... باورمندان
34:10,34:11,And what is it that we believe?,اون‏وقت ما به چي باور داريم؟
34:12,34:15,We believe that our gift is a responsibility.,.باور داريم که استعدادمون يه مسئوليته
34:15,34:18,That it's up to us to leave humanity,...اين‏که وظيفه‏ي ماست بشريت رو در وضعيتي
34:18,34:21,- better off than we found it. - Yeah.,.بهتر از وضعيتي که ما پيدا کرديم، ترک کنيم - .آره -
34:22,34:24,I think I'm gonna need these.,.فکر کنم اينا لازمَم مي‏شه
34:57,34:59,- Hey. - Hey.,.سلام - .سلام -
34:59,35:00,Thanks.,.ممنون
35:02,35:05,Wow. It's a long way from Arthur Avenue.,.واو. تا خيابان آرتور خيلي راهه
35:07,35:08,It always blows my mind.,.هميشه منو مات و مبهوت مي‏کنه
35:09,35:11,We call it the Hub.,".""بهش مي‏گيم ""کانون"
35:16,35:19,"This is the place where you're gonna get your memories back, Evan.",اين‏جاست که قراره دوباره خاطراتِت رو .به ياد بياري، ايوان
35:22,35:23,We'll be landing soon.,.به زودي فرود مي‏آيم
35:39,35:43,- Recognize anything? - I'm pretty sure I'd remember this.,چيزي به جا مياري؟ - .کاملاً مطمئنم که اينو به ياد مي‏آرم -
35:43,35:45,It used to be dedicated to scientific research.,.قبلاً وقفِ پژوهش‏هاي علمي شده بود
35:45,35:48,Anthropology and linguistics.,.انسان‏شناسي و زبان‏شناسي
35:48,35:50,All of us using what we've learned.,.همه‏ي ما از آموخته‏هامون استفاده مي‏کنيم
35:50,35:53,Life after life for the advancement of mankind.,زندگي پس از زندگي .براي پيش‏رفتِ بشريت
35:53,35:55,And what is it now?,الان چي؟
35:55,35:59,Headquarters for the losing side in the war.,.مقرِ بازنده‏ي جنگ
36:03,36:06,Bathurst is the master of combat.,.باتورست استاد مبارزه‏ست
36:06,36:07,Hundreds of lifetimes.,.با تجربه‏ي 100ها زندگي
36:16,36:18,You must be prepared for everything.,.بايد آمادگيِ همه چيز رو داشته باشيد
36:26,36:28,He's the apex predator in our world.,.اون توي جهانِ ما، شکارچي رأس هرمه
36:31,36:33,Again.,.دوباره
36:41,36:43,Why are they bowing?,چرا تعظيم مي‏کنن؟
36:43,36:45,They're hoping you're Heinrich Treadway.,.اميدوارن که هاينريش تريدوي باشي
36:45,36:47,- Again! - Reincarnated.,!دوباره - .تناسخ‏شده -
36:48,36:49,"""Heinrich""?","هاينريش""؟"""
36:49,36:52,It was a popular name in the '50s.,.توي دهه 50 اسم محبوبي بود
36:52,36:53,In the '50s.,.توي دهه 50
36:53,36:57,"Great for rock 'n' roll, but lousy for names, I guess.","""به نظرم براي گروه ""راک اَند رول .خيلي خوبه، اما براي اسم شخص مزخرفه"
36:57,36:59,The 1750s.,.سال 1750 رو ميگم
37:02,37:04,What do I know that you need so bad?,مگه من چي مي‏دونم که بدجوري نيازش داري؟
37:04,37:07,That's why you're here... to find out.,،براي همينه که اينجايي .تا بفهمي
37:31,37:35,- This is Treadway's room. - Are you asking me or telling me?,.اين اتاقِ تريدويه - مي‏پرسي يا ميگي؟ -
37:35,37:38,I must've really screwed up on my last incarnation.,.لابد توي آخرين تناسخم حسابي گند زدم
37:38,37:40,Why would you say that?,چرا اينو ميگي؟
37:40,37:43,Have you seen where I live in this life?,ديدي تو اين زندگاني کجا زندگي مي‏کنم؟
37:49,37:52,That's Treadway's Himalaya diary.,.دفتر خاطراتِ تريدوي در هيماليا
37:55,37:57,That was me.,.اون من بودم
37:58,38:00,When I was Leona Warrick.,.زماني که لئونا واريک بودم
38:01,38:04,And that was Treadway.,.و اون تريدوي بود
38:11,38:13,"Two days after that picture was taken,",،دو روز پس از اين‏که اين عکس گرفته شد
38:13,38:15,Treadway saved my life.,.تريدوي جون‏مون رو نجات داد
38:16,38:19,There's a reason you picked that book.,.دليلي داره که اين کتاب رو انتخاب کردي
38:20,38:23,All this tells me is what he did.,.همه‏ي اينا بهم ميگن اون چي‏کار کرده
38:23,38:25,None of it tells me who he was.,.هيچ‏کدوم نمي‏گن که کي بوده
38:25,38:28,Here we can study anything and everything.,اين‏جا مي‏تونيم روي .همه چي مطالعه کنيم
38:28,38:31,"Space, time, scale. It's all relevant.",.فضا، زمان، مقياس .همه‏شون به هم مرتبط اند
38:32,38:34,That doesn't seem like much.,.چندان به نظر نمي‏رسه اين‏طور باشه
38:34,38:36,Welcome to my virtual sandbox.,.به جعبه‏شني مجازيِ من خوش اومدي
38:36,38:38,- Name's Garrick. - Hi.,.گَريک هستم - .سلام -
38:38,38:40,Garrick is our head of technology and research.,.گَريک سرپرست فناوري و پژوهشي ماست
38:41,38:43,He doesn't look like much.,.خيلي شبيه نيست
38:43,38:45,"Goddamn, it's good to see you again.",.لعنتي! خوشحالم دوباره مي‏بينمت
38:46,38:48,It's nice to meet you too.,.من هم از آشنايي‏تون خوشحالم
38:48,38:52,"Don't worry. All this shit, it just gets weirder.",.نگران نباش .اين اوضاع عجيب‏تر هم مي‏شه
38:52,38:53,Okay.,.خيلي خب
38:53,38:55,Now let's get started.,.حالا بيا شروع کنيم
38:55,38:56,Follow me.,.دنبالم بيا
38:59,39:01,"Stand there for me, please.",.لطفاً اونجا وايسا
39:02,39:03,Okay.,.باشه
39:20,39:22,That's the guy from the police station.,.اين همون ياروييه که توي اداره‏ي پليس بود
39:22,39:25,Bathurst. He and Treadway were once friends.,.باتورست .يه زماني اون و تريدوي باهم دوست بودن
39:25,39:27,"A dozen lifetimes. Wars, peace.",.توي زندگي‏هاي زيادي .در جنگ‏ها، صلح
39:27,39:31,They stood together at some of the greatest moments in human history.,در برخي از بزرگ‏ترين لحظاتِ تاريخِ بشريت .کنار هم ايستادن
39:32,39:34,Then Bathurst lost faith.,.سپس باتورست ايمانش رو از دست داد
39:34,39:38,"For the last 300 years, he's been looking for a way out.",،در گذر 300 سال اخير .دنبال يه راه خروج بوده
39:38,39:40,He needed a way to stop reincarnating.,براي جلوگيري از تناسخ .يه راه نياز داشت
39:41,39:42,He wants it all to end.,.مي‏خواد همه چي به پايان برسه
39:42,39:45,That's why he made this.,:براي همين اين رو ساخت
40:15,40:20,"The Egg, designed to kill every living thing on earth.","تخم""، براي نابودي همه‏ي جان‏دارهاي"" .روي زمين طراحي شده"
40:20,40:23,That seems a little drastic.,.کمي خشن به نظر مي‏رسه
40:23,40:25,"If there's nothing left alive,",،اگه هيچ جان‏داري نمونه
40:25,40:28,there's nothing left to reincarnate into.,.چيزي باقي نمي‏مونه که در اون حلول کنه
40:30,40:34,It attacks life at the source... DNA...,،به منبعِ زندگي حمله مي‏کنه، يعني دي.اِن.اي
40:35,40:37,unwinding the very fabric of existence.,.تار و پودِ هستي رو از هم باز مي‏کنه
40:37,40:41,"Every plant, every animal every person.",.هر گياهي، هر جانوري، هر فردي
40:41,40:42,Mama!,!مامان
40:42,40:44,Jordan!,!جُردَن
40:47,40:49,I'm coming!,!دارم ميام
40:55,40:57,Like unplugging a computer,،مانند اينه که وقتي برنامه‏اي هنگ کرده
40:57,40:59,when a program freezes.,.دو شاخه‏ي رايانه رو از برق بکشي
40:59,41:01,"Only when he pulls this plug,",،وقتي باتورست اين دو شاخه رو بکشه
41:01,41:03,seven billion people will go with him.,.هفت ميليارد نفر با اون مي‏ره
41:05,41:07,Everything it kills accelerates the process.,.هر چيزي که بکُشه، به اين فرآيند شتاب ميده
41:12,41:16,"God! Holy shit, that felt freakin' real!",!خدايا !جل‏الخالق، حسش بدجوري واقعي بود
41:16,41:18,"Without you, none of us would be here right now.",.بدون تو، الان هيچ‏کدوم از ما اينجا نبود
41:19,41:20,What are you talking about?,داري درباره‏ي چي حرف مي‏زني؟
41:20,41:23,"Last cycle, you raided Bathurst's lab,",،آخرين چرخه ،تو به آزمايشگاهِ باتورست حمله کردي
41:23,41:26,"stole the Egg, killed his Einstein and everyone who helped build it,","تخم"" رو دزديدي، اينشتينِ اون و"" ،هر کسي که براي ساختنش کمک کرد کُشتي"
41:26,41:28,leaving him with no way to recreate it.,.هيچ راهي براي بازسازيش نذاشتي
41:28,41:32,You took the secret of the Egg's whereabouts to your grave.,.رازِ محلِ تخم رو با خودت به گور بردي
41:32,41:35,Bathurst spent this entire lifetime looking for it.,باتورست کل زندگي فعلي رو .به دنبالش گشت
41:35,41:38,And he's getting closer and closer to finding it every day.,و هر روز داره به پيدا کردنش .نزديک‏تر و نزديک‏تر مي‏شه
41:38,41:40,That's why he tracked you down in New York.,.براي همينه که توي نيويورک رَدت رو گرفت
41:40,41:43,"So I get on the plane, you get all my memories back,",پس سوار هواپيما مي‏شم، همه‏ي ،خاطراتم رو برمي‏گردونيد
41:43,41:45,"and I save the whole entire world, right? That's it?",و کل جهان رو نجات ميدم، درسته؟ همين؟
41:45,41:46,"That's pretty much basically it, right?",در واقع کمابيش همينه، درسته؟
41:46,41:48,Told you it was gonna get weird.,.گفتم که قراره اوضاع عجيب بشه
41:48,41:50,"So, what now?",خب، حالا چي؟
41:53,41:55,"Tell me good news, Nora.",.بهم خبر خوب بده، نورا
41:55,42:00,"Bryan Porter. Treadway had a gift with steel, didn't he?",.برايان پورتر تريدوي در زمينه‏ي پولاد مهارت داشت، مگه نه؟
42:00,42:04,Impeccable. Your friends in the NYPD were certainly impressed with it.,مو لا درزش نمي‏ره. مطمئناً دوستان‏تون در .اداره‏ي پليسِ نيويورک تحت تاثيرش قرار گرفتن
42:04,42:09,"Unfortunately, their encryption skills are less than impeccable.",بدبختانه، مهارت‏شون در رمزگذاري .خيلي هم بي‏نقض نيست
42:09,42:11,Led us right to you.,.درست ما رو به تو رسوند
42:21,42:25,"You do know we have easier ways of doing things now, right?",مي‏دوني الان براي انجام اين کارها روش‏هاي ساده‏تري داريم، درسته؟
42:26,42:27,Newer...,"...""جديدتر"""
42:28,42:30,almost never means better.,".تقريباً به معني ""بهتر"" نيست"
42:39,42:43,We're going to uncover Evan McCauley's location.,مي‏خوايم موقعيتِ ايوان مک‏کالِي رو .کشف کنيم
42:43,42:45,We'll brute-force your encryption.,.به رمزگذاريت حمله‏ي بروت-فورس مي‏کنيم
42:46,42:50,But I'd consider it... a courtesy...,...اما اينو يه لطف در نظر مي‏گيرم
42:51,42:52,if you just...,...اگه فقط
42:54,42:55,sped the process up.,.سرعتِ فرآيند کار رو بالا ببري
42:58,43:00,Tell us where he is.,بگو اون کجاست؟
43:08,43:10,Okay.,.باشه
43:12,43:13,I know where he is.,.مي‏دونم کجاست
43:16,43:17,Of course I do.,.البته که مي‏دونم
43:18,43:22,I know exactly where he is. I just...,.دقيقاً مي‏دونم کجاست ...من فقط
43:25,43:27,"I, um...",...من، آم
43:27,43:31,I sometimes have difficulties...,.گاهي اوقات... حافظه‏ام ياري نمي‏کنه
43:31,43:32,with my memory.,.گاهي اوقات... حافظه‏ام ياري نمي‏کنه
43:32,43:34,Memory.,.حافظه
43:34,43:35,I remember,...يادمه
43:35,43:38,when you used to gather honey,...اون زمان که توي دشت‏هايِ ماراتُن (دشتي در يونان با پيشينه‏ي تاريخي =)
43:38,43:40,on the fields of Marathon.,.داشتي عسل جمع مي‏کردي...
43:41,43:46,Just another reminder of how nothing stays the same.,،فقط يه يادآوري ديگه .هيچي بي‏تغيير نمي‏مونه
43:56,43:58,Would you care for some?,يه کم ميل داري؟
44:03,44:05,You know what real torture is?,مي‏دوني شکنجه‏ي واقعي چيه؟
44:05,44:07,Listening to you?,گوش دادن به حرفِ تو؟
44:07,44:12,"Real torture... isn't physical pain,",،شکنجه‏ي واقعي، درد بدني نيست
44:12,44:15,but human stupidity.,.بلکه جهالت انسانه
44:15,44:18,"Being surrounded by it, engulfed in it.",،اين‏که محاصره‏ت کنه .درش غرق بشي
44:18,44:21,Lifetime after lifetime.,.زندگي پس از زندگي
44:21,44:25,People with their idiot grins!,!آدم‏ها با نيش‏هاي باز احمقانه‏شون
44:25,44:27,Their infuriating pleasantries!,!بذله‏گويي‏هاي اعصاب‏خُردکن‏شون
44:27,44:29,Their need for approval!,!نيازشون به تاييد
44:30,44:33,Their unctuous attempts to be loved and validated!,تلاش‏هاي چاپلوسانه‏شون براي .دوست داشته شدن و پذيرفته شدن
44:33,44:37,"They are walking, talking obituaries...",،آگهي‏هاي ترحيم متحرک و سخن‏گويي‏اند
44:37,44:40,"...on the back page of a dying newspaper,",روي صفحه‏ي پشتِ يه روزنامه‏ي ،در حال از بين رفتن
44:40,44:44,"at the bottom of a birdcage, in the corner of a filthy living room",،کفِ يه قفس پرنده ...گوشه‏ي اتاق نشيمن کثيفِ
44:44,44:45,of a hoarder cat lady!,!يه خانم گربه‏بازِ مُحتکر...
44:45,44:48,- And we are forced... - You'll never understand...,...و ما هم مجبوريم - ...تو هيچ‏وقت دوستي و -
44:48,44:52,"- ...to live amongst them over... - ...friendship, love.",...به طور بي‏نهايتي بين‏شون... - .عشق رو درک نمي‏کني... -
44:52,44:53,...and over endlessly.,.بارها و بارها زندگي کنيم...
44:53,44:56,- That is the true... - You still don't understand about faith!,...اين تعريفِ واقعيِ - !تو هنوز هم ايمان رو درک نمي‏کني -
44:56,44:57,...definition of torture.,!شکنجه‏ست...
44:58,45:01,"Faith! Blah, blah, blah!",!ايمان! اِل و بِل و از اين حرف‏ها
45:01,45:02,Faith!,!ايمان
45:03,45:04,Faith.,.ايمان
45:06,45:08,I'm tired of faith.,.من از ايمان خسته شدم
45:09,45:12,God must show me his face.,.خدا بايد چهره‏ش رو به من نشان بده
45:26,45:29,But thank you... for enlightening me.,.اما سپاس‏گزارم... که حاليم کردي
45:47,45:49,You kept his fucking body?,بدن لعنتيش رو نگه داشتيد؟
45:49,45:50,"Sexy son of a bitch, isn't he?",عوضي جذابيه، مگه نه؟
45:50,45:52,No. He's a dead guy floating in water.,.نه. يه آدم مرده‏ست که توي آب شناوره
45:52,45:54,That's pretty much my worst nightmare.,.تقريباً بدترين کابوس منه
45:54,45:57,"Actually, it's a crotonic acid matrix. Keeps the cells alive.",.در واقع، يه ماتريکس کروتونيک اسيده .سلول‏ها رو زنده نگه مي‏داره
45:57,45:59,Oh. That makes it that much better. Thank you.,.اوه. اين خيلي بهترش مي‏کنه .ممنونم
45:59,46:03,We're trying to understand the science behind what we are.,سعي داريم از علمي که در پسِ هويت‏مونه .سر در بياريم
46:10,46:14,Treadway believed that humans are capable of so much more than we realized.,تريدوي باور داشت که انسان‏ها خيلي بيش‏تر .از اون چه که ما فهميديم، توانايي دارن
46:14,46:17,Is this what you're telling me? I'm not living up to my potential?,مي‏خواي همين رو بهم بگي؟ اين‏که به توانايي پنهانيم عمل نمي‏کنم؟
46:17,46:19,I've heard that speech before.,.قبلاً اين سخن رو شنيدم
46:19,46:23,"Treadway pushed past boundaries others might call paranormal, superhuman.",تريدوي از مرزهايي گذشت که شايد ديگران .بهش فراهنجار و فرا-انساني بگن
46:23,46:26,He can manipulate the energy of the world around him.,مي‏تونه انرژي دنياي اطرافش رو .دست‏کاري کنه
46:26,46:28,I don't even know what that means.,.حتي معنيش رو هم نمي‏دونم چي هست
46:28,46:30,What it means is you'll have skills,يعني به استعدادهايي دست پيدا مي‏کني که .فراتر از هر چيزيه که تاکنون تصور کردي
46:30,46:33,beyond anything you've ever imagined.,يعني به استعدادهايي دست پيدا مي‏کني که .فراتر از هر چيزيه که تاکنون تصور کردي
46:33,46:35,Those abilities are very deep.,.اون توانايي‏ها خيلي عميق‏اند
46:35,46:37,Below the conscious level.,.پايين‏تر از سطح خودآگاهي
46:37,46:41,I'm down. How do we get them back?,.من هستم چطور برشون گردونيم؟
46:42,46:45,"Here, we retrain your memory.",.در اين‏جا، حافظه‏ت رو دوباره آموزش مي‏ديم
46:45,46:49,We combine the physical and the mental to develop new neural pathways.,براي ايجاد مسيرهاي عصبي جديد .جسم و ذهن رو ترکيب مي‏کنيم
46:57,46:59,Memories are held in every organ...,...خاطرات در همه‏ي عضوها
47:00,47:02,every cell in your body.,.و همه‏ي ياخته‏هاي بدنت وجود دارن...
47:11,47:14,Regression takes the kind of concentration it takes years to develop.,بازگشت، به نوعي تمرکز نياز داره که .به دست آوردنش سال‏ها طول مي‏کشه
47:14,47:16,This is a shortcut.,.اين يه ميان‏بره
47:17,47:20,We shock your mind into synching with the system.,به ذهنت شوک وارد مي‏کنيم تا .با سيستم هماهنگ بشه
47:52,47:57,It's working. I'm seeing increased activity in all his memory centers.,داره جواب ميده. در تمام مراکز حافظه‏ش .افزايش فعاليت مي‏بينم
48:30,48:31,Hey!,!هي
48:48,48:50,Come on.,.بيا
48:52,48:54,- That's not Treadway. - Really?,.اون تريدوي نيست - واقعاً؟ -
48:54,48:56,He just beat you.,.الان شکستِت داد
48:56,48:58,Treadway would've killed me.,.اگه تريدوي بود، منو مي‏کُشت
49:05,49:10,"Wow. She wasn't kidding about being at war, huh?",عجب. شوخي نمي‏کرد که در جنگيم، ها؟
49:10,49:12,Improving the human condition.,.بهبودبخشي شرايط بشر
49:12,49:16,Sometimes you do it by painting a chapel ceiling.,گاهي اين کار رو با رنگ کردن .سقف يه کليسا انجام ميدي
49:16,49:18,Yeah. And sometimes you drop them from a mile out.,آره. و گاهي هم از يه مايلي .از دور خارج‏شون مي‏کني
49:18,49:20,Don't touch that.,.به اون دست نزن
49:20,49:22,"Okay, okay.",.خيلي خب، باشه
49:25,49:28,That's no gun I've ever seen before.,.قبلاً همچين سلاحي به عمرم نديده بودم
49:28,49:31,We're reverse-engineering Bathurst's Dethroner.,داريم با مهندسي معکوس .عزل‏کننده‏ي باتورست رو مي‏سازيم
49:31,49:36,"A Dethroner? I mean, dude, who's coming up with these names?",عزل‏کننده‏؟ ميگم، رفيق، همچين نام‏هايي به ذهن کي مي‏رسه؟
49:36,49:37,Look...,،ببين
49:38,49:41,"you can't kill an Infinite. You kill the body, but...",.تو نمي‏توني يه بي‏نهايت رو بکُشي ...جسم رو مي‏کُشي، اما
49:41,49:44,- And they get reincarnated? - Yeah.,و توي يه جسم ديگه حلول مي‏کنن؟ - .آره -
49:45,49:48,This implants in your head,...اين توي سرت نصب مي‏شه
49:48,49:51,and pulls out your consciousness...,...و خودآگاهي و روحت رو
49:52,49:55,"your soul, and onto a digital chip.",،مي‏کُشه... .و روي يه تراشه‏ي ديجيتالي مي‏افته
49:55,49:58,Your soul gets stuck on a disk and breaks the cycle.,"روحت توي يه ديسک گير مي‏افته .و ""چرخه"" شکسته مي‏شه"
49:59,50:02,Over 200 of our brothers and sisters are lost,...بيش از 200 تا از برادرها و خواهرهامون
50:03,50:05,in that digital purgatory.,.تو اين پالايش ديجيتالي از دست رفتن...
50:05,50:08,"You come face to face with this,",،اگه با اين رو به رو شدي
50:08,50:12,my advice... find a way to die the old-fashioned way.,توصيه مي‏کنم يه راه قديمي .واسه مُردن پيدا کني
50:16,50:18,Come in.,.بيا تو
50:22,50:24,Okay if I look around?,اشکالي نداره اطراف رو ببينم؟
50:24,50:25,Be my guest.,.راحت باش
50:45,50:47,"These are all you, aren't they?",همه‏ي اينا تويي، مگه نه؟
